date,temperature,temp_min,temp_max,humidity,wind_speed,precipitation,weather_code,condition,pm25,pm10,aqi,traffic_index,is_weekend,month,day_of_week,no2,so2,ozone
2020-02-24,3.1,-1.2,6.3,76,6.1,2.2,53,drizzle,59.1,51.0,154,72.6,False,2,0,85.4,117.8,59.4
2020-02-25,5.3,1.5,10.0,69,9.1,1.3,51,drizzle,54.5,58.7,148,75.1,False,2,1,70.8,106.0,48.3
2020-02-26,6.7,-0.5,13.1,48,14.9,0.0,3,partly_cloudy,44.1,51.7,122,57.7,False,2,2,26.3,69.0,82.5
2020-02-27,3.1,-1.0,10.5,82,12.8,9.2,73,snow,38.8,44.8,109,57.1,False,2,3,52.2,105.0,67.1
2020-02-28,-0.7,-4.2,4.0,85,11.3,0.0,3,partly_cloudy,46.1,53.1,127,71.8,False,2,4,33.6,134.5,62.0
2020-02-29,2.0,-4.9,8.3,70,16.0,0.0,0,clear,56.4,37.5,152,19.4,True,2,5,27.0,46.5,91.0
2020-03-01,6.5,-1.4,12.6,41,10.7,0.0,0,clear,35.5,60.8,101,19.1,True,3,6,30.0,169.6,49.4
2020-03-02,9.6,3.7,15.5,32,7.6,0.0,3,partly_cloudy,35.5,55.4,101,63.6,False,3,0,35.0,99.2,74.6
2020-03-03,6.1,0.6,10.6,63,13.3,0.4,51,drizzle,23.9,58.4,79,62.3,False,3,1,31.4,123.3,75.6
2020-03-04,1.2,-2.4,4.3,78,9.4,0.0,3,partly_cloudy,32.1,46.0,94,70.7,False,3,2,48.9,28.5,78.0
2020-03-05,4.2,-2.7,10.7,65,12.4,0.9,53,drizzle,20.1,55.8,71,60.5,False,3,3,34.4,61.5,27.7
2020-03-06,2.7,1.0,5.6,87,8.8,17.0,73,snow,21.2,22.8,74,57.9,False,3,4,26.1,62.3,54.0
2020-03-07,-5.2,-12.2,0.5,81,11.0,9.0,75,snow,23.4,21.2,78,27.8,True,3,5,24.2,49.0,61.4
2020-03-08,-9.9,-16.7,-3.5,64,18.8,0.0,1,partly_cloudy,41.8,49.3,117,41.1,True,3,6,35.7,98.7,106.5
2020-03-09,-1.5,-9.4,5.2,48,18.4,0.0,0,clear,37.6,56.4,106,61.9,False,3,0,48.5,154.5,86.9
2020-03-10,0.5,-5.7,6.3,48,8.9,0.0,0,clear,29.2,54.8,88,68.5,False,3,1,33.1,95.2,72.4
2020-03-11,2.0,-1.9,6.1,43,7.5,0.0,2,partly_cloudy,32.7,54.1,95,64.2,False,3,2,37.4,45.4,87.0
2020-03-12,3.3,-3.1,8.1,51,12.7,0.0,3,partly_cloudy,31.4,63.3,93,65.4,False,3,3,24.5,75.4,81.0
2020-03-13,5.5,-1.3,9.4,51,9.5,0.0,0,clear,33.6,55.2,97,50.0,False,3,4,41.7,79.8,71.2
2020-03-14,10.1,6.6,14.5,31,5.4,0.0,3,partly_cloudy,26.3,44.6,83,42.8,True,3,5,49.4,93.4,83.2
2020-03-15,10.3,3.2,16.6,34,12.2,0.1,51,drizzle,23.5,37.0,78,36.0,True,3,6,31.7,91.5,54.2
2020-03-16,10.7,2.7,18.5,30,7.2,0.0,3,partly_cloudy,39.9,41.2,112,58.1,False,3,0,65.7,86.5,88.1
2020-03-17,14.0,7.2,21.0,26,9.2,0.0,3,partly_cloudy,37.8,47.2,107,67.9,False,3,1,49.1,136.7,87.6
2020-03-18,12.6,10.0,15.6,66,8.7,3.7,53,drizzle,19.7,36.2,71,59.0,False,3,2,22.2,125.3,53.3
2020-03-19,10.8,5.5,15.6,75,10.8,4.9,63,rain,28.4,49.5,87,73.6,False,3,3,39.0,13.3,58.1
2020-03-20,8.5,4.0,12.2,75,10.6,2.5,53,drizzle,26.5,29.3,83,77.0,False,3,4,34.2,121.1,75.8
2020-03-21,12.1,7.9,19.4,59,18.7,13.2,63,rain,24.7,43.5,80,34.6,True,3,5,37.9,96.0,85.2
2020-03-22,9.1,6.1,12.7,72,10.2,5.8,61,rain,16.4,58.6,65,34.0,True,3,6,37.7,57.6,65.1
2020-03-23,2.8,0.6,5.6,90,11.6,1.4,51,drizzle,29.4,34.7,89,77.5,False,3,0,45.1,42.6,53.1
2020-03-24,2.0,-2.1,6.9,64,10.9,0.0,3,partly_cloudy,30.6,28.5,91,61.8,False,3,1,41.0,53.8,81.2
2020-03-25,-2.5,-6.8,1.9,62,14.0,0.0,3,partly_cloudy,30.2,52.5,90,75.5,False,3,2,56.8,80.7,79.2
2020-03-26,-0.5,-4.7,3.4,58,12.1,0.0,3,partly_cloudy,37.0,29.4,105,68.4,False,3,3,24.9,98.8,83.9
2020-03-27,6.1,-3.3,11.8,53,9.8,0.0,2,partly_cloudy,31.0,57.9,92,55.9,False,3,4,36.8,83.2,89.6
2020-03-28,9.1,5.7,13.6,50,12.1,1.0,53,drizzle,22.3,43.7,76,45.3,True,3,5,33.5,76.1,82.6
2020-03-29,6.2,0.2,10.2,54,9.4,0.6,51,drizzle,25.4,25.4,81,28.0,True,3,6,37.3,59.9,75.4
2020-03-30,7.3,-0.7,13.5,48,10.3,0.0,0,clear,32.1,49.1,94,70.1,False,3,0,32.9,187.4,85.3
2020-03-31,11.0,4.9,17.2,46,10.9,0.0,3,partly_cloudy,30.2,46.4,90,55.8,False,3,1,22.3,47.7,76.4
2020-04-01,11.4,8.9,16.1,60,9.8,4.6,53,drizzle,11.6,60.4,56,63.6,False,4,2,13.5,42.7,65.8
2020-04-02,9.3,8.0,11.6,85,7.6,12.2,61,rain,19.4,57.5,70,69.6,False,4,3,27.8,43.1,82.5
2020-04-03,10.1,6.4,13.8,79,8.9,7.9,63,rain,14.9,48.1,62,60.3,False,4,4,28.5,43.5,74.3
2020-04-04,13.4,9.5,19.5,45,9.8,0.0,0,clear,21.6,48.0,74,14.0,True,4,5,50.3,147.1,67.1
2020-04-05,14.3,6.8,20.8,39,8.6,0.0,3,partly_cloudy,17.6,32.9,67,39.4,True,4,6,41.1,71.2,96.9
2020-04-06,11.3,8.8,14.8,63,10.9,0.2,51,drizzle,26.2,35.8,83,65.2,False,4,0,17.8,31.5,75.6
2020-04-07,15.1,10.4,20.8,60,9.7,0.1,51,drizzle,14.1,57.5,60,74.9,False,4,1,20.7,68.1,64.7
2020-04-08,5.8,1.3,11.8,88,15.2,12.3,63,rain,17.2,46.0,66,79.8,False,4,2,19.1,71.6,77.7
2020-04-09,0.9,-4.8,2.6,91,12.4,17.4,75,snow,13.4,18.2,59,67.3,False,4,3,21.3,67.3,47.7
2020-04-10,-0.0,-7.7,8.5,75,16.5,0.0,3,partly_cloudy,10.6,33.8,54,64.5,False,4,4,19.3,45.2,85.9
2020-04-11,7.5,0.5,12.0,61,17.3,0.0,3,partly_cloudy,38.0,44.8,107,47.8,True,4,5,22.6,48.3,88.3
2020-04-12,14.9,7.8,20.8,55,11.3,0.0,3,partly_cloudy,21.4,12.9,74,29.3,True,4,6,16.5,101.1,89.8
2020-04-13,12.2,9.4,14.2,83,10.5,13.0,61,rain,10.9,55.1,54,85.8,False,4,0,19.7,76.9,74.3
2020-04-14,10.9,8.4,14.4,83,9.5,12.3,61,rain,11.5,38.6,55,63.6,False,4,1,20.8,65.2,62.9
2020-04-15,7.3,4.2,11.5,90,15.6,24.4,63,rain,5.9,41.0,33,82.0,False,4,2,32.5,77.7,69.4
2020-04-16,7.4,3.7,12.0,76,9.8,1.0,51,drizzle,17.2,50.3,66,60.6,False,4,3,27.2,20.2,73.9
2020-04-17,9.8,4.1,15.6,72,7.6,0.6,51,drizzle,20.9,43.8,73,50.7,False,4,4,16.6,73.2,73.6
2020-04-18,13.2,6.4,19.1,46,7.9,0.0,0,clear,11.7,42.1,56,22.7,True,4,5,29.6,39.4,67.7
2020-04-19,15.2,10.9,19.8,43,8.4,0.0,0,clear,9.4,58.7,52,34.5,True,4,6,57.7,256.0,56.1
2020-04-20,16.0,12.9,21.3,43,7.9,0.0,0,clear,10.3,60.2,53,67.0,False,4,0,38.2,188.6,47.3
2020-04-21,16.5,10.2,22.5,43,10.8,0.0,3,partly_cloudy,14.8,25.1,62,64.7,False,4,1,18.4,51.8,77.0
2020-04-22,16.9,11.2,23.5,44,11.1,0.0,3,partly_cloudy,7.3,31.2,41,63.0,False,4,2,32.2,60.8,87.8
2020-04-23,17.5,9.9,25.6,41,9.3,0.0,2,partly_cloudy,8.0,21.3,44,63.6,False,4,3,32.5,30.3,74.0
2020-04-24,19.7,11.6,28.0,38,15.7,0.0,2,partly_cloudy,8.1,61.4,45,78.4,False,4,4,27.8,73.3,95.8
2020-04-25,20.3,14.5,24.7,45,14.8,0.0,3,partly_cloudy,26.7,30.0,84,35.7,True,4,5,12.0,75.7,102.0
2020-04-26,18.3,11.9,21.9,61,8.3,0.0,3,partly_cloudy,17.2,39.4,66,36.3,True,4,6,20.2,82.3,103.5
2020-04-27,21.2,13.8,28.7,45,17.3,0.0,2,partly_cloudy,17.3,40.8,66,82.4,False,4,0,15.6,64.9,103.6
2020-04-28,22.1,14.2,30.1,43,21.0,0.5,51,drizzle,18.2,44.6,68,50.1,False,4,1,27.5,49.8,75.0
2020-04-29,17.2,14.5,20.3,64,11.5,7.8,63,rain,6.2,30.1,34,75.4,False,4,2,16.0,68.1,82.2
2020-04-30,14.4,11.5,17.0,72,13.5,12.8,63,rain,3.7,53.8,21,76.3,False,4,3,15.1,79.3,77.4
2020-05-01,16.5,11.9,20.2,55,11.7,0.0,3,partly_cloudy,4.2,25.1,23,69.2,False,5,4,16.7,44.4,87.5
2020-05-02,15.7,11.3,20.0,66,7.4,0.2,51,drizzle,11.4,35.5,55,40.9,True,5,5,19.3,41.0,81.9
2020-05-03,17.8,14.5,21.4,58,14.6,5.7,61,rain,7.1,32.8,39,30.3,True,5,6,13.2,31.7,73.9
2020-05-04,17.5,13.2,21.7,55,9.3,0.5,51,drizzle,3.8,30.9,21,63.4,False,5,0,16.5,29.5,90.5
2020-05-05,15.1,10.7,18.2,51,13.0,0.0,3,partly_cloudy,7.7,33.5,43,71.5,False,5,1,17.1,25.4,82.9
2020-05-06,12.1,7.7,16.5,45,6.6,0.0,3,partly_cloudy,7.0,26.5,39,64.0,False,5,2,25.8,59.1,78.7
2020-05-07,15.2,8.1,21.3,48,8.9,0.0,3,partly_cloudy,7.2,26.5,40,69.8,False,5,3,21.8,46.9,89.7
2020-05-08,18.9,11.2,25.6,47,8.4,0.0,3,partly_cloudy,8.2,22.1,46,49.8,False,5,4,22.4,47.1,86.2
2020-05-09,18.4,14.6,23.1,56,16.3,8.4,63,rain,7.6,26.5,42,50.1,True,5,5,24.0,43.8,82.1
2020-05-10,16.6,13.0,19.8,71,9.0,2.4,61,rain,6.8,30.6,38,27.9,True,5,6,16.5,21.3,84.8
2020-05-11,17.8,12.0,22.3,55,8.6,0.0,2,partly_cloudy,7.4,22.0,41,71.9,False,5,0,17.4,33.7,91.1
2020-05-12,19.2,13.9,24.0,47,7.3,0.0,3,partly_cloudy,9.3,31.2,51,54.3,False,5,1,23.9,65.8,96.4
2020-05-13,19.6,13.9,24.7,55,8.2,0.0,3,partly_cloudy,16.3,29.7,64,55.7,False,5,2,18.7,84.0,86.3
2020-05-14,18.9,12.8,23.1,64,25.2,9.3,63,rain,11.1,30.8,55,66.2,False,5,3,22.1,66.4,83.0
2020-05-15,13.9,10.3,16.4,70,8.9,11.8,61,rain,6.5,36.9,36,80.9,False,5,4,22.8,33.7,71.6
2020-05-16,15.0,12.9,18.1,67,8.0,2.7,61,rain,13.4,30.2,59,35.8,True,5,5,24.2,37.4,70.6
2020-05-17,16.0,12.7,19.5,65,6.6,2.0,53,drizzle,16.1,26.4,64,37.6,True,5,6,18.8,37.7,72.4
2020-05-18,18.3,13.9,21.4,57,5.8,0.6,53,drizzle,17.2,24.7,66,65.6,False,5,0,21.3,27.4,80.3
2020-05-19,12.9,11.2,14.2,83,9.4,25.2,63,rain,5.5,31.5,31,78.0,False,5,1,13.0,59.3,80.4
2020-05-20,14.9,11.2,18.3,67,8.9,1.0,53,drizzle,6.5,36.3,36,56.2,False,5,2,18.7,53.1,81.3
2020-05-21,17.4,12.5,20.7,58,12.7,0.0,3,partly_cloudy,12.5,29.1,57,59.2,False,5,3,23.5,46.9,87.1
2020-05-22,19.1,14.9,23.2,52,7.1,0.0,2,partly_cloudy,8.2,32.1,46,61.7,False,5,4,25.7,68.9,82.1
2020-05-23,20.3,14.3,25.6,46,8.7,0.0,0,clear,7.9,44.4,44,12.3,True,5,5,13.1,26.7,91.2
2020-05-24,20.6,15.1,26.0,46,7.1,0.0,0,clear,9.1,12.7,51,49.8,True,5,6,14.8,38.4,100.7
2020-05-25,21.3,15.6,25.9,53,9.2,0.0,0,clear,11.1,35.9,55,55.3,False,5,0,19.4,44.2,92.4
2020-05-26,22.7,17.1,28.2,51,9.3,0.0,0,clear,22.5,23.7,76,65.7,False,5,1,12.1,39.5,95.8
2020-05-27,23.8,19.1,28.9,39,13.0,0.0,1,partly_cloudy,12.4,33.7,57,54.2,False,5,2,17.8,58.4,78.3
2020-05-28,19.4,14.9,23.3,51,8.7,0.0,0,clear,12.5,8.7,57,62.8,False,5,3,17.0,48.9,92.8
2020-05-29,19.8,13.4,24.6,45,8.2,0.0,3,partly_cloudy,9.0,30.5,50,67.7,False,5,4,11.2,56.0,92.2
2020-05-30,20.7,15.4,25.6,40,9.2,0.0,3,partly_cloudy,3.8,36.0,21,35.8,True,5,5,10.1,65.7,95.8
2020-05-31,21.8,14.3,28.5,38,9.2,0.0,1,partly_cloudy,7.7,24.5,43,39.8,True,5,6,23.0,19.1,83.0
2020-06-01,23.3,17.2,28.9,35,18.8,0.0,3,partly_cloudy,12.8,33.6,58,63.2,False,6,0,8.5,38.4,98.1
2020-06-02,24.5,19.7,28.4,35,15.6,0.0,3,partly_cloudy,14.6,15.9,61,44.6,False,6,1,10.0,43.6,88.8
2020-06-03,25.1,20.2,29.7,33,16.7,0.0,3,partly_cloudy,15.8,28.7,63,50.5,False,6,2,22.6,27.5,95.0
2020-06-04,25.6,17.6,32.2,30,17.7,0.0,2,partly_cloudy,18.8,21.9,69,53.9,False,6,3,12.9,44.7,97.5
2020-06-05,20.5,14.3,27.0,57,25.7,3.1,53,drizzle,14.3,23.6,61,51.3,False,6,4,23.2,28.7,98.7
2020-06-06,16.8,13.1,20.2,37,5.2,0.0,2,partly_cloudy,14.4,21.3,61,13.3,True,6,5,14.2,36.2,89.7
2020-06-07,17.4,13.8,21.8,36,8.5,0.0,3,partly_cloudy,13.4,31.8,59,18.2,True,6,6,14.5,34.4,91.7
2020-06-08,17.5,13.0,21.5,50,9.4,0.2,51,drizzle,7.7,32.1,43,49.9,False,6,0,17.3,35.1,95.7
2020-06-09,17.5,14.2,19.6,60,15.0,0.1,51,drizzle,6.6,41.8,37,61.9,False,6,1,14.7,38.3,90.4
2020-06-10,18.4,13.4,23.0,49,17.0,0.1,51,drizzle,7.6,28.0,42,57.3,False,6,2,17.8,46.8,82.3
2020-06-11,17.0,14.5,21.5,59,14.5,3.8,55,drizzle,7.0,34.6,39,57.9,False,6,3,19.2,48.4,92.9
2020-06-12,18.9,11.7,24.4,38,11.0,0.0,2,partly_cloudy,9.3,18.7,51,52.2,False,6,4,28.2,25.5,99.2
2020-06-13,20.4,13.1,26.9,37,10.0,0.0,1,partly_cloudy,13.6,25.8,59,36.2,True,6,5,17.1,35.3,95.3
2020-06-14,22.6,15.3,29.3,35,11.3,0.0,3,partly_cloudy,13.8,24.2,60,33.5,True,6,6,14.6,24.0,86.7
2020-06-15,24.0,17.5,29.7,34,11.1,0.0,3,partly_cloudy,17.0,28.3,66,45.7,False,6,0,8.9,26.2,89.0
2020-06-16,24.9,18.4,30.2,31,16.5,0.1,51,drizzle,3.8,22.8,21,58.0,False,6,1,13.3,41.1,96.8
2020-06-17,20.7,16.7,23.6,39,10.5,0.0,3,partly_cloudy,9.3,26.5,51,48.5,False,6,2,20.2,7.0,91.0
2020-06-18,19.7,13.8,24.2,39,9.8,0.0,3,partly_cloudy,12.3,24.2,57,53.2,False,6,3,16.9,36.4,92.5
2020-06-19,21.5,15.3,26.7,34,13.8,0.0,2,partly_cloudy,8.5,28.3,47,62.6,False,6,4,16.3,16.9,90.2
2020-06-20,19.3,13.0,24.2,42,21.5,3.9,63,rain,9.6,24.6,52,23.7,True,6,5,13.1,47.3,90.2
2020-06-21,20.0,13.8,25.4,31,10.2,0.0,0,clear,10.3,18.6,53,25.2,True,6,6,26.9,34.2,99.9
2020-06-22,23.6,18.4,29.0,36,6.4,0.0,3,partly_cloudy,15.6,27.2,63,30.7,False,6,0,21.4,39.1,97.5
2020-06-23,25.4,20.7,29.4,34,16.2,0.2,51,drizzle,10.0,27.4,53,54.0,False,6,1,18.9,36.1,93.0
2020-06-24,25.9,19.7,30.2,24,22.8,0.0,3,partly_cloudy,8.4,25.8,47,51.7,False,6,2,11.6,26.7,86.9
2020-06-25,22.7,16.6,28.6,34,7.4,0.0,3,partly_cloudy,9.6,20.3,52,52.0,False,6,3,9.6,25.1,93.4
2020-06-26,25.2,18.4,30.7,29,14.5,0.0,3,partly_cloudy,10.0,26.2,53,39.9,False,6,4,19.3,24.0,95.7
2020-06-27,18.7,13.8,22.1,55,16.8,18.4,65,rain,10.1,17.2,53,38.9,True,6,5,19.3,50.7,82.5
2020-06-28,15.0,12.3,18.1,58,9.6,0.4,51,drizzle,8.7,32.9,48,23.2,True,6,6,23.7,18.5,90.1
2020-06-29,17.8,10.5,23.1,51,12.5,0.0,1,partly_cloudy,5.8,30.7,32,46.8,False,6,0,21.1,37.2,92.0
2020-06-30,20.1,12.6,25.0,55,6.5,0.0,3,partly_cloudy,14.9,29.7,62,55.9,False,6,1,12.5,26.2,98.2
2020-07-01,23.0,18.2,27.9,44,14.4,0.0,3,partly_cloudy,7.2,18.3,40,59.6,False,7,2,10.9,24.7,93.8
2020-07-02,23.7,17.3,29.0,40,17.7,0.0,3,partly_cloudy,12.7,28.1,58,60.8,False,7,3,9.7,21.6,102.2
2020-07-03,20.2,14.7,24.4,46,9.5,0.0,2,partly_cloudy,9.6,21.8,52,54.1,False,7,4,10.0,19.7,97.0
2020-07-04,18.4,13.8,23.6,60,13.2,5.5,63,rain,6.7,25.4,37,24.2,True,7,5,11.2,21.3,96.7
2020-07-05,20.2,15.9,24.7,51,15.5,1.2,53,drizzle,9.0,28.4,50,17.8,True,7,6,8.8,23.5,99.9
2020-07-06,18.8,14.7,21.5,59,8.9,0.3,51,drizzle,6.1,17.3,34,50.8,False,7,0,11.2,26.3,87.9
2020-07-07,21.5,14.9,26.9,48,8.9,0.0,1,partly_cloudy,5.0,21.4,28,44.6,False,7,1,12.1,26.3,98.0
2020-07-08,24.7,20.3,29.9,45,8.4,0.0,3,partly_cloudy,11.9,20.8,56,58.7,False,7,2,11.0,21.8,101.5
2020-07-09,22.6,18.2,28.0,51,8.9,0.0,3,partly_cloudy,8.9,20.5,49,56.8,False,7,3,10.0,26.1,100.6
2020-07-10,22.6,17.7,26.7,46,13.0,0.0,3,partly_cloudy,7.6,22.6,42,40.4,False,7,4,12.5,26.1,100.9
2020-07-11,23.5,18.3,27.8,42,10.5,0.0,3,partly_cloudy,4.4,21.5,24,38.0,True,7,5,11.4,22.7,92.9
2020-07-12,22.8,18.0,26.8,46,8.6,0.0,1,partly_cloudy,5.3,17.6,29,29.8,True,7,6,11.0,25.2,100.9
2020-07-13,22.5,18.0,27.7,41,6.5,0.0,3,partly_cloudy,9.3,21.1,51,49.4,False,7,0,12.1,20.7,90.5
2020-07-14,23.7,17.5,29.6,39,9.4,0.0,3,partly_cloudy,9.6,25.5,52,46.9,False,7,1,11.1,22.1,93.6
2020-07-15,22.8,15.5,28.8,41,9.0,0.0,2,partly_cloudy,7.7,22.8,43,42.9,False,7,2,10.4,25.1,97.3
2020-07-16,26.0,18.2,32.1,37,8.0,0.0,3,partly_cloudy,10.0,25.2,53,54.7,False,7,3,10.7,21.6,105.2
