date,temperature,temp_min,temp_max,humidity,wind_speed,precipitation,weather_code,condition,pm25,pm10,aqi,traffic_index,is_weekend,month,day_of_week,no2,so2,ozone
2020-01-18,-8.5,-13.6,-2.2,60,16.9,0.0,1,partly_cloudy,,,0,36.1,True,1,5,,,
2020-01-19,-5.5,-15.8,1.0,54,12.9,0.0,3,partly_cloudy,,,0,43.2,True,1,6,,,
2020-01-20,-1.7,-3.4,-1.0,55,8.5,0.2,71,snow,,,0,57.9,False,1,0,,,
2020-01-21,-4.4,-6.8,-2.4,76,5.9,0.0,3,partly_cloudy,,,0,68.9,False,1,1,,,
2020-01-22,-3.8,-6.0,-2.2,71,9.4,0.5,71,snow,,,0,79.8,False,1,2,,,
2020-01-23,-2.9,-7.8,0.3,76,10.6,0.8,73,snow,,,0,59.5,False,1,3,,,
2020-01-24,0.4,-3.2,2.6,45,16.0,0.1,51,drizzle,,,0,51.4,False,1,4,,,
2020-01-25,1.4,-2.7,5.2,73,13.4,1.2,53,drizzle,,,0,45.6,True,1,5,,,
2020-01-26,-3.3,-5.0,-0.1,96,10.6,3.3,75,snow,,,0,34.0,True,1,6,,,
2020-01-27,-3.6,-7.6,-1.7,80,10.7,0.8,73,snow,,,0,73.1,False,1,0,,,
2020-01-28,-3.2,-5.3,-1.7,73,8.6,0.8,73,snow,,,0,57.0,False,1,1,,,
2020-01-29,-5.8,-10.3,-2.7,81,10.2,0.0,3,partly_cloudy,,,0,60.9,False,1,2,,,
2020-01-30,-6.6,-8.9,-3.3,88,12.3,0.0,3,partly_cloudy,,,0,63.9,False,1,3,,,
2020-01-31,-6.4,-10.9,-2.1,81,16.2,0.0,3,partly_cloudy,,,0,68.4,False,1,4,,,
2020-02-01,-4.0,-13.3,1.8,52,14.8,0.0,3,partly_cloudy,,,0,45.4,True,2,5,,,
2020-02-02,1.1,-3.2,4.1,31,6.5,0.0,3,partly_cloudy,,,0,25.6,True,2,6,,,
2020-02-03,2.1,-4.2,5.3,37,12.0,0.0,3,partly_cloudy,,,0,63.1,False,2,0,,,
2020-02-04,0.0,-3.2,2.3,74,12.3,0.6,71,snow,,,0,67.4,False,2,1,,,
2020-02-05,-0.3,-3.9,1.9,84,10.5,0.0,3,partly_cloudy,,,0,60.8,False,2,2,,,
2020-02-06,2.4,-2.5,5.3,49,10.2,0.1,51,drizzle,,,0,79.3,False,2,3,,,
2020-02-07,2.2,0.1,3.4,52,6.3,0.0,2,partly_cloudy,,,0,71.6,False,2,4,,,
2020-02-08,4.3,2.1,7.9,33,8.3,0.0,3,partly_cloudy,,,0,31.6,True,2,5,,,
2020-02-09,6.1,-1.4,11.8,29,15.5,0.0,3,partly_cloudy,,,0,44.2,True,2,6,,,
2020-02-10,5.6,1.7,9.9,78,10.1,4.2,55,drizzle,,,0,66.5,False,2,0,,,
2020-02-11,-3.5,-7.2,1.3,91,16.2,6.8,73,snow,,,0,75.6,False,2,1,,,
2020-02-12,-1.2,-8.2,7.1,68,20.8,0.0,2,partly_cloudy,,,0,65.7,False,2,2,,,
2020-02-13,-0.6,-3.1,1.5,87,12.3,9.9,73,snow,,,0,70.2,False,2,3,,,
2020-02-14,-2.5,-5.2,-0.5,91,11.0,1.8,73,snow,,,0,60.6,False,2,4,,,
2020-02-15,0.1,-4.6,3.0,67,12.7,0.0,3,partly_cloudy,,,0,49.8,True,2,5,,,
2020-02-16,-0.9,-5.3,1.3,75,19.0,9.3,75,snow,,,0,32.5,True,2,6,,,
2020-02-17,-2.6,-10.6,1.9,72,10.2,0.0,3,partly_cloudy,,,0,70.1,False,2,0,,,
2020-02-18,-3.5,-5.0,-2.2,78,5.8,5.9,73,snow,,,0,75.4,False,2,1,,,
2020-02-19,-6.3,-11.7,-3.1,90,13.8,0.9,71,snow,,,0,75.2,False,2,2,,,
2020-02-20,-4.1,-11.9,2.5,72,21.6,0.0,2,partly_cloudy,,,0,68.3,False,2,3,,,
2020-02-21,2.3,-6.1,8.9,51,17.1,0.0,3,partly_cloudy,,,0,61.9,False,2,4,,,
2020-02-22,7.3,1.6,13.3,40,12.2,0.6,51,drizzle,,,0,48.3,True,2,5,,,
2020-02-23,0.8,-1.2,3.3,91,10.5,0.4,51,drizzle,,,0,45.2,True,2,6,,,
2020-02-24,3.1,-1.2,6.3,76,6.1,2.2,53,drizzle,,,0,72.6,False,2,0,,,
2020-02-25,5.3,1.5,10.0,69,9.1,1.3,51,drizzle,,,0,75.1,False,2,1,,,
2020-02-26,6.7,-0.5,13.1,48,14.9,0.0,3,partly_cloudy,,,0,57.7,False,2,2,,,
2020-02-27,3.1,-1.0,10.5,82,12.8,9.2,73,snow,,,0,57.1,False,2,3,,,
2020-02-28,-0.7,-4.2,4.0,85,11.3,0.0,3,partly_cloudy,,,0,71.8,False,2,4,,,
2020-02-29,2.0,-4.9,8.3,70,16.0,0.0,0,clear,,,0,19.4,True,2,5,,,
2020-03-01,6.5,-1.4,12.6,41,10.7,0.0,0,clear,,,0,19.1,True,3,6,,,
2020-03-02,9.6,3.7,15.5,32,7.6,0.0,3,partly_cloudy,,,0,63.6,False,3,0,,,
2020-03-03,6.1,0.6,10.6,63,13.3,0.4,51,drizzle,,,0,62.3,False,3,1,,,
2020-03-04,1.2,-2.4,4.3,78,9.4,0.0,3,partly_cloudy,,,0,70.7,False,3,2,,,
2020-03-05,4.2,-2.7,10.7,65,12.4,0.9,53,drizzle,,,0,60.5,False,3,3,,,
2020-03-06,2.7,1.0,5.6,87,8.8,17.0,73,snow,,,0,57.9,False,3,4,,,
2020-03-07,-5.2,-12.2,0.5,81,11.0,9.0,75,snow,,,0,27.8,True,3,5,,,
2020-03-08,-9.9,-16.7,-3.5,64,18.8,0.0,1,partly_cloudy,,,0,41.1,True,3,6,,,
2020-03-09,-1.5,-9.4,5.2,48,18.4,0.0,0,clear,,,0,61.9,False,3,0,,,
2020-03-10,0.5,-5.7,6.3,48,8.9,0.0,0,clear,,,0,68.5,False,3,1,,,
2020-03-11,2.0,-1.9,6.1,43,7.5,0.0,2,partly_cloudy,,,0,64.2,False,3,2,,,
2020-03-12,3.3,-3.1,8.1,51,12.7,0.0,3,partly_cloudy,,,0,65.4,False,3,3,,,
2020-03-13,5.5,-1.3,9.4,51,9.5,0.0,0,clear,,,0,50.0,False,3,4,,,
2020-03-14,10.1,6.6,14.5,31,5.4,0.0,3,partly_cloudy,,,0,42.8,True,3,5,,,
2020-03-15,10.3,3.2,16.6,34,12.2,0.1,51,drizzle,,,0,36.0,True,3,6,,,
2020-03-16,10.7,2.7,18.5,30,7.2,0.0,3,partly_cloudy,,,0,58.1,False,3,0,,,
2020-03-17,14.0,7.2,21.0,26,9.2,0.0,3,partly_cloudy,,,0,67.9,False,3,1,,,
2020-03-18,12.6,10.0,15.6,66,8.7,3.7,53,drizzle,,,0,59.0,False,3,2,,,
2020-03-19,10.8,5.5,15.6,75,10.8,4.9,63,rain,,,0,73.6,False,3,3,,,
2020-03-20,8.5,4.0,12.2,75,10.6,2.5,53,drizzle,,,0,77.0,False,3,4,,,
2020-03-21,12.1,7.9,19.4,59,18.7,13.2,63,rain,,,0,34.6,True,3,5,,,
2020-03-22,9.1,6.1,12.7,72,10.2,5.8,61,rain,,,0,34.0,True,3,6,,,
2020-03-23,2.8,0.6,5.6,90,11.6,1.4,51,drizzle,,,0,77.5,False,3,0,,,
2020-03-24,2.0,-2.1,6.9,64,10.9,0.0,3,partly_cloudy,,,0,61.8,False,3,1,,,
2020-03-25,-2.5,-6.8,1.9,62,14.0,0.0,3,partly_cloudy,,,0,75.5,False,3,2,,,
2020-03-26,-0.5,-4.7,3.4,58,12.1,0.0,3,partly_cloudy,,,0,68.4,False,3,3,,,
2020-03-27,6.1,-3.3,11.8,53,9.8,0.0,2,partly_cloudy,,,0,55.9,False,3,4,,,
2020-03-28,9.1,5.7,13.6,50,12.1,1.0,53,drizzle,,,0,45.3,True,3,5,,,
2020-03-29,6.2,0.2,10.2,54,9.4,0.6,51,drizzle,,,0,28.0,True,3,6,,,
2020-03-30,7.3,-0.7,13.5,48,10.3,0.0,0,clear,,,0,70.1,False,3,0,,,
2020-03-31,11.0,4.9,17.2,46,10.9,0.0,3,partly_cloudy,,,0,55.8,False,3,1,,,
2020-04-01,11.4,8.9,16.1,60,9.8,4.6,53,drizzle,,,0,63.6,False,4,2,,,
2020-04-02,9.3,8.0,11.6,85,7.6,12.2,61,rain,,,0,69.6,False,4,3,,,
2020-04-03,10.1,6.4,13.8,79,8.9,7.9,63,rain,,,0,60.3,False,4,4,,,
2020-04-04,13.4,9.5,19.5,45,9.8,0.0,0,clear,,,0,14.0,True,4,5,,,
2020-04-05,14.3,6.8,20.8,39,8.6,0.0,3,partly_cloudy,,,0,39.4,True,4,6,,,
2020-04-06,11.3,8.8,14.8,63,10.9,0.2,51,drizzle,,,0,65.2,False,4,0,,,
2020-04-07,15.1,10.4,20.8,60,9.7,0.1,51,drizzle,,,0,74.9,False,4,1,,,
2020-04-08,5.8,1.3,11.8,88,15.2,12.3,63,rain,,,0,79.8,False,4,2,,,
2020-04-09,0.9,-4.8,2.6,91,12.4,17.4,75,snow,,,0,67.3,False,4,3,,,
2020-04-10,-0.0,-7.7,8.5,75,16.5,0.0,3,partly_cloudy,,,0,64.5,False,4,4,,,
2020-04-11,7.5,0.5,12.0,61,17.3,0.0,3,partly_cloudy,,,0,47.8,True,4,5,,,
2020-04-12,14.9,7.8,20.8,55,11.3,0.0,3,partly_cloudy,,,0,29.3,True,4,6,,,
2020-04-13,12.2,9.4,14.2,83,10.5,13.0,61,rain,,,0,85.8,False,4,0,,,
2020-04-14,10.9,8.4,14.4,83,9.5,12.3,61,rain,,,0,63.6,False,4,1,,,
2020-04-15,7.3,4.2,11.5,90,15.6,24.4,63,rain,,,0,82.0,False,4,2,,,
2020-04-16,7.4,3.7,12.0,76,9.8,1.0,51,drizzle,,,0,60.6,False,4,3,,,
2020-04-17,9.8,4.1,15.6,72,7.6,0.6,51,drizzle,,,0,50.7,False,4,4,,,
2020-04-18,13.2,6.4,19.1,46,7.9,0.0,0,clear,,,0,22.7,True,4,5,,,
2020-04-19,15.2,10.9,19.8,43,8.4,0.0,0,clear,,,0,34.5,True,4,6,,,
2020-04-20,16.0,12.9,21.3,43,7.9,0.0,0,clear,,,0,67.0,False,4,0,,,
2020-04-21,16.5,10.2,22.5,43,10.8,0.0,3,partly_cloudy,,,0,64.7,False,4,1,,,
2020-04-22,16.9,11.2,23.5,44,11.1,0.0,3,partly_cloudy,,,0,63.0,False,4,2,,,
2020-04-23,17.5,9.9,25.6,41,9.3,0.0,2,partly_cloudy,,,0,63.6,False,4,3,,,
2020-04-24,19.7,11.6,28.0,38,15.7,0.0,2,partly_cloudy,,,0,78.4,False,4,4,,,
2020-04-25,20.3,14.5,24.7,45,14.8,0.0,3,partly_cloudy,,,0,35.7,True,4,5,,,
2020-04-26,18.3,11.9,21.9,61,8.3,0.0,3,partly_cloudy,,,0,36.3,True,4,6,,,
2020-04-27,21.2,13.8,28.7,45,17.3,0.0,2,partly_cloudy,,,0,82.4,False,4,0,,,
2020-04-28,22.1,14.2,30.1,43,21.0,0.5,51,drizzle,,,0,50.1,False,4,1,,,
2020-04-29,17.2,14.5,20.3,64,11.5,7.8,63,rain,,,0,75.4,False,4,2,,,
2020-04-30,14.4,11.5,17.0,72,13.5,12.8,63,rain,,,0,76.3,False,4,3,,,
2020-05-01,16.5,11.9,20.2,55,11.7,0.0,3,partly_cloudy,,,0,69.2,False,5,4,,,
2020-05-02,15.7,11.3,20.0,66,7.4,0.2,51,drizzle,,,0,40.9,True,5,5,,,
2020-05-03,17.8,14.5,21.4,58,14.6,5.7,61,rain,,,0,30.3,True,5,6,,,
2020-05-04,17.5,13.2,21.7,55,9.3,0.5,51,drizzle,,,0,63.4,False,5,0,,,
2020-05-05,15.1,10.7,18.2,51,13.0,0.0,3,partly_cloudy,,,0,71.5,False,5,1,,,
2020-05-06,12.1,7.7,16.5,45,6.6,0.0,3,partly_cloudy,,,0,64.0,False,5,2,,,
2020-05-07,15.2,8.1,21.3,48,8.9,0.0,3,partly_cloudy,,,0,69.8,False,5,3,,,
2020-05-08,18.9,11.2,25.6,47,8.4,0.0,3,partly_cloudy,,,0,49.8,False,5,4,,,
2020-05-09,18.4,14.6,23.1,56,16.3,8.4,63,rain,,,0,50.1,True,5,5,,,
2020-05-10,16.6,13.0,19.8,71,9.0,2.4,61,rain,,,0,27.9,True,5,6,,,
2020-05-11,17.8,12.0,22.3,55,8.6,0.0,2,partly_cloudy,,,0,71.9,False,5,0,,,
2020-05-12,19.2,13.9,24.0,47,7.3,0.0,3,partly_cloudy,,,0,54.3,False,5,1,,,
2020-05-13,19.6,13.9,24.7,55,8.2,0.0,3,partly_cloudy,,,0,55.7,False,5,2,,,
2020-05-14,18.9,12.8,23.1,64,25.2,9.3,63,rain,,,0,66.2,False,5,3,,,
2020-05-15,13.9,10.3,16.4,70,8.9,11.8,61,rain,,,0,80.9,False,5,4,,,
2020-05-16,15.0,12.9,18.1,67,8.0,2.7,61,rain,,,0,35.8,True,5,5,,,
2020-05-17,16.0,12.7,19.5,65,6.6,2.0,53,drizzle,,,0,37.6,True,5,6,,,
2020-05-18,18.3,13.9,21.4,57,5.8,0.6,53,drizzle,,,0,65.6,False,5,0,,,
2020-05-19,12.9,11.2,14.2,83,9.4,25.2,63,rain,,,0,78.0,False,5,1,,,
2020-05-20,14.9,11.2,18.3,67,8.9,1.0,53,drizzle,,,0,56.2,False,5,2,,,
2020-05-21,17.4,12.5,20.7,58,12.7,0.0,3,partly_cloudy,,,0,59.2,False,5,3,,,
2020-05-22,19.1,14.9,23.2,52,7.1,0.0,2,partly_cloudy,,,0,61.7,False,5,4,,,
2020-05-23,20.3,14.3,25.6,46,8.7,0.0,0,clear,,,0,12.3,True,5,5,,,
2020-05-24,20.6,15.1,26.0,46,7.1,0.0,0,clear,,,0,49.8,True,5,6,,,
2020-05-25,21.3,15.6,25.9,53,9.2,0.0,0,clear,,,0,55.3,False,5,0,,,
2020-05-26,22.7,17.1,28.2,51,9.3,0.0,0,clear,,,0,65.7,False,5,1,,,
2020-05-27,23.8,19.1,28.9,39,13.0,0.0,1,partly_cloudy,,,0,54.2,False,5,2,,,
2020-05-28,19.4,14.9,23.3,51,8.7,0.0,0,clear,,,0,62.8,False,5,3,,,
2020-05-29,19.8,13.4,24.6,45,8.2,0.0,3,partly_cloudy,,,0,67.7,False,5,4,,,
2020-05-30,20.7,15.4,25.6,40,9.2,0.0,3,partly_cloudy,,,0,35.8,True,5,5,,,
2020-05-31,21.8,14.3,28.5,38,9.2,0.0,1,partly_cloudy,,,0,39.8,True,5,6,,,
2020-06-01,23.3,17.2,28.9,35,18.8,0.0,3,partly_cloudy,,,0,63.2,False,6,0,,,
2020-06-02,24.5,19.7,28.4,35,15.6,0.0,3,partly_cloudy,,,0,44.6,False,6,1,,,
2020-06-03,25.1,20.2,29.7,33,16.7,0.0,3,partly_cloudy,,,0,50.5,False,6,2,,,
2020-06-04,25.6,17.6,32.2,30,17.7,0.0,2,partly_cloudy,,,0,53.9,False,6,3,,,
2020-06-05,20.5,14.3,27.0,57,25.7,3.1,53,drizzle,,,0,51.3,False,6,4,,,
2020-06-06,16.8,13.1,20.2,37,5.2,0.0,2,partly_cloudy,,,0,13.3,True,6,5,,,
2020-06-07,17.4,13.8,21.8,36,8.5,0.0,3,partly_cloudy,,,0,18.2,True,6,6,,,
2020-06-08,17.5,13.0,21.5,50,9.4,0.2,51,drizzle,,,0,49.9,False,6,0,,,
2020-06-09,17.5,14.2,19.6,60,15.0,0.1,51,drizzle,,,0,61.9,False,6,1,,,
2020-06-10,18.4,13.4,23.0,49,17.0,0.1,51,drizzle,,,0,57.3,False,6,2,,,
2020-06-11,17.0,14.5,21.5,59,14.5,3.8,55,drizzle,,,0,57.9,False,6,3,,,
2020-06-12,18.9,11.7,24.4,38,11.0,0.0,2,partly_cloudy,,,0,52.2,False,6,4,,,
2020-06-13,20.4,13.1,26.9,37,10.0,0.0,1,partly_cloudy,,,0,36.2,True,6,5,,,
2020-06-14,22.6,15.3,29.3,35,11.3,0.0,3,partly_cloudy,,,0,33.5,True,6,6,,,
2020-06-15,24.0,17.5,29.7,34,11.1,0.0,3,partly_cloudy,,,0,45.7,False,6,0,,,
2020-06-16,24.9,18.4,30.2,31,16.5,0.1,51,drizzle,,,0,58.0,False,6,1,,,
2020-06-17,20.7,16.7,23.6,39,10.5,0.0,3,partly_cloudy,,,0,48.5,False,6,2,,,
2020-06-18,19.7,13.8,24.2,39,9.8,0.0,3,partly_cloudy,,,0,53.2,False,6,3,,,
2020-06-19,21.5,15.3,26.7,34,13.8,0.0,2,partly_cloudy,,,0,62.6,False,6,4,,,
2020-06-20,19.3,13.0,24.2,42,21.5,3.9,63,rain,,,0,23.7,True,6,5,,,
2020-06-21,20.0,13.8,25.4,31,10.2,0.0,0,clear,,,0,25.2,True,6,6,,,
2020-06-22,23.6,18.4,29.0,36,6.4,0.0,3,partly_cloudy,,,0,30.7,False,6,0,,,
2020-06-23,25.4,20.7,29.4,34,16.2,0.2,51,drizzle,,,0,54.0,False,6,1,,,
2020-06-24,25.9,19.7,30.2,24,22.8,0.0,3,partly_cloudy,,,0,51.7,False,6,2,,,
2020-06-25,22.7,16.6,28.6,34,7.4,0.0,3,partly_cloudy,,,0,52.0,False,6,3,,,
2020-06-26,25.2,18.4,30.7,29,14.5,0.0,3,partly_cloudy,,,0,39.9,False,6,4,,,
2020-06-27,18.7,13.8,22.1,55,16.8,18.4,65,rain,,,0,38.9,True,6,5,,,
2020-06-28,15.0,12.3,18.1,58,9.6,0.4,51,drizzle,,,0,23.2,True,6,6,,,
2020-06-29,17.8,10.5,23.1,51,12.5,0.0,1,partly_cloudy,,,0,46.8,False,6,0,,,
2020-06-30,20.1,12.6,25.0,55,6.5,0.0,3,partly_cloudy,,,0,55.9,False,6,1,,,
2020-07-01,23.0,18.2,27.9,44,14.4,0.0,3,partly_cloudy,,,0,59.6,False,7,2,,,
2020-07-02,23.7,17.3,29.0,40,17.7,0.0,3,partly_cloudy,,,0,60.8,False,7,3,,,
2020-07-03,20.2,14.7,24.4,46,9.5,0.0,2,partly_cloudy,,,0,54.1,False,7,4,,,
2020-07-04,18.4,13.8,23.6,60,13.2,5.5,63,rain,,,0,24.2,True,7,5,,,
2020-07-05,20.2,15.9,24.7,51,15.5,1.2,53,drizzle,,,0,17.8,True,7,6,,,
2020-07-06,18.8,14.7,21.5,59,8.9,0.3,51,drizzle,,,0,50.8,False,7,0,,,
2020-07-07,21.5,14.9,26.9,48,8.9,0.0,1,partly_cloudy,,,0,44.6,False,7,1,,,
2020-07-08,24.7,20.3,29.9,45,8.4,0.0,3,partly_cloudy,,,0,58.7,False,7,2,,,
2020-07-09,22.6,18.2,28.0,51,8.9,0.0,3,partly_cloudy,,,0,56.8,False,7,3,,,
2020-07-10,22.6,17.7,26.7,46,13.0,0.0,3,partly_cloudy,,,0,40.4,False,7,4,,,
2020-07-11,23.5,18.3,27.8,42,10.5,0.0,3,partly_cloudy,,,0,38.0,True,7,5,,,
2020-07-12,22.8,18.0,26.8,46,8.6,0.0,1,partly_cloudy,,,0,29.8,True,7,6,,,
2020-07-13,22.5,18.0,27.7,41,6.5,0.0,3,partly_cloudy,,,0,49.4,False,7,0,,,
2020-07-14,23.7,17.5,29.6,39,9.4,0.0,3,partly_cloudy,,,0,46.9,False,7,1,,,
2020-07-15,22.8,15.5,28.8,41,9.0,0.0,2,partly_cloudy,,,0,42.9,False,7,2,,,
2020-07-16,26.0,18.2,32.1,37,8.0,0.0,3,partly_cloudy,,,0,54.7,False,7,3,,,
2020-07-17,27.7,20.0,34.1,32,16.2,0.0,3,partly_cloudy,,,0,54.4,False,7,4,,,
2020-07-18,28.9,24.9,33.0,28,13.6,0.0,3,partly_cloudy,,,0,28.5,True,7,5,,,
2020-07-19,27.5,24.7,31.5,30,20.9,0.0,3,partly_cloudy,,,0,16.2,True,7,6,,,
2020-07-20,27.4,20.6,33.4,26,17.0,0.0,3,partly_cloudy,,,0,45.4,False,7,0,,,
2020-07-21,26.1,20.7,29.4,31,18.9,0.0,3,partly_cloudy,,,0,70.4,False,7,1,,,
2020-07-22,25.5,21.3,29.5,32,23.1,0.0,3,partly_cloudy,,,0,33.8,False,7,2,,,
2020-07-23,26.7,18.9,32.3,28,16.9,0.0,3,partly_cloudy,,,0,45.7,False,7,3,,,
2020-07-24,25.2,20.4,30.7,40,17.7,0.5,51,drizzle,,,0,49.9,False,7,4,,,
2020-07-25,25.8,20.3,30.7,46,9.5,0.0,3,partly_cloudy,,,0,37.7,True,7,5,,,
2020-07-26,26.6,21.0,32.2,38,14.9,0.0,3,partly_cloudy,,,0,21.3,True,7,6,,,
2020-07-27,21.8,17.0,26.0,56,14.7,7.2,61,rain,,,0,42.8,False,7,0,,,
2020-07-28,23.7,17.6,29.4,37,10.1,0.0,3,partly_cloudy,,,0,43.3,False,7,1,,,
2020-07-29,22.8,18.7,29.1,44,16.5,1.0,53,drizzle,,,0,63.7,False,7,2,,,
2020-07-30,22.5,15.6,27.7,41,11.2,0.0,3,partly_cloudy,,,0,58.3,False,7,3,,,
2020-07-31,22.1,16.0,25.8,48,9.3,0.0,3,partly_cloudy,,,0,55.4,False,7,4,,,
2020-08-01,24.0,19.3,28.3,49,9.9,0.0,3,partly_cloudy,,,0,27.4,True,8,5,,,
2020-08-02,23.9,20.1,27.3,46,10.7,0.0,3,partly_cloudy,,,0,26.1,True,8,6,,,
2020-08-03,22.3,17.3,26.6,55,12.2,0.4,51,drizzle,,,0,55.9,False,8,0,,,
2020-08-04,24.4,18.6,29.0,41,17.2,0.0,1,partly_cloudy,,,0,56.5,False,8,1,,,
2020-08-05,26.1,19.2,32.1,35,12.1,0.0,3,partly_cloudy,,,0,54.4,False,8,2,,,
2020-08-06,27.2,20.5,33.3,36,9.0,0.0,0,clear,,,0,49.7,False,8,3,,,
2020-08-07,26.6,20.3,32.2,38,8.6,0.0,1,partly_cloudy,,,0,51.9,False,8,4,,,
2020-08-08,27.6,23.9,32.7,35,10.2,0.0,2,partly_cloudy,,,0,33.5,True,8,5,,,
2020-08-09,24.6,21.7,27.8,46,17.0,0.6,51,drizzle,,,0,18.0,True,8,6,,,
2020-08-10,25.9,20.3,30.7,34,10.2,0.0,2,partly_cloudy,,,0,37.2,False,8,0,,,
2020-08-11,25.9,20.3,30.8,33,17.8,0.0,2,partly_cloudy,,,0,61.6,False,8,1,,,
2020-08-12,24.5,18.3,29.4,39,12.1,0.0,3,partly_cloudy,,,0,49.7,False,8,2,,,
2020-08-13,21.9,15.6,26.7,39,20.9,1.8,55,drizzle,,,0,58.3,False,8,3,,,
2020-08-14,21.4,13.4,27.6,42,6.4,0.0,0,clear,,,0,54.3,False,8,4,,,
2020-08-15,23.9,17.6,30.1,27,9.1,0.0,3,partly_cloudy,,,0,25.3,True,8,5,,,
2020-08-16,26.1,19.1,32.2,29,22.2,0.0,3,partly_cloudy,,,0,35.8,True,8,6,,,
2020-08-17,27.2,21.3,32.1,33,11.3,0.0,3,partly_cloudy,,,0,54.1,False,8,0,,,
2020-08-18,19.2,16.2,24.3,65,15.2,9.2,63,rain,,,0,42.5,False,8,1,,,
2020-08-19,21.1,15.6,25.9,44,8.1,0.0,1,partly_cloudy,,,0,66.5,False,8,2,,,
2020-08-20,22.2,16.4,27.1,42,8.8,0.1,51,drizzle,,,0,45.8,False,8,3,,,
2020-08-21,22.3,17.7,26.6,37,14.0,0.0,2,partly_cloudy,,,0,56.8,False,8,4,,,
2020-08-22,23.2,17.8,28.8,34,7.6,0.0,3,partly_cloudy,,,0,22.0,True,8,5,,,
2020-08-23,25.1,20.2,30.1,34,8.3,0.0,3,partly_cloudy,,,0,30.0,True,8,6,,,
2020-08-24,27.9,22.5,34.2,31,13.9,0.0,3,partly_cloudy,,,0,49.1,False,8,0,,,
2020-08-25,25.6,19.5,29.5,37,18.7,0.5,53,drizzle,,,0,41.2,False,8,1,,,
2020-08-26,21.0,14.7,25.2,51,15.5,3.0,53,drizzle,,,0,51.7,False,8,2,,,
2020-08-27,14.0,12.5,15.7,87,14.8,13.2,63,rain,,,0,53.9,False,8,3,,,
2020-08-28,17.7,12.9,23.0,60,7.5,0.0,1,partly_cloudy,,,0,53.3,False,8,4,,,
2020-08-29,20.0,14.5,25.0,42,10.2,0.0,1,partly_cloudy,,,0,10.6,True,8,5,,,
2020-08-30,20.7,15.9,25.4,51,7.7,0.0,1,partly_cloudy,,,0,43.0,True,8,6,,,
2020-08-31,23.8,19.3,29.6,41,10.3,1.1,53,drizzle,,,0,51.3,False,8,0,,,
2020-09-01,21.5,17.7,24.9,55,7.9,0.5,53,drizzle,,,0,49.8,False,9,1,,,
2020-09-02,24.4,17.5,29.8,45,7.2,0.0,1,partly_cloudy,,,0,59.4,False,9,2,,,
2020-09-03,21.1,18.7,24.9,59,14.0,6.8,63,rain,,,0,73.8,False,9,3,,,
2020-09-04,22.9,16.9,27.5,33,18.7,0.1,51,drizzle,,,0,56.2,False,9,4,,,
2020-09-05,20.7,15.1,26.2,43,6.8,0.0,2,partly_cloudy,,,0,32.0,True,9,5,,,
2020-09-06,20.5,15.6,25.7,39,17.4,0.5,53,drizzle,,,0,44.8,True,9,6,,,
2020-09-07,16.1,11.5,19.8,40,12.0,1.5,51,drizzle,,,0,59.7,False,9,0,,,
2020-09-08,14.9,8.6,19.7,47,9.2,0.0,3,partly_cloudy,,,0,61.2,False,9,1,,,
2020-09-09,17.5,13.3,22.0,38,8.0,0.0,3,partly_cloudy,,,0,62.5,False,9,2,,,
